##QueryTarget=ABCG2
##QueryTargetLocation=4:89011416-89080011(-)
#Chromosome Position TotalSamplesCovered AvgSampleReadDepth TotalEAsamplesCovered AvgEAsampleReadDepth  TotalAAsamplesCovered AvgAAsampleReadDepth
4 89020530 5379 120.0 3510 125.0 1869 112.0
4 89020531 5379 121.0 3510 125.0 1869 113.0
4 89020532 5379 121.0 3510 125.0 1869 113.0
4 89020533 5379 121.0 3510 126.0 1869 113.0
4 89020534 5379 121.0 3510 126.0 1869 113.0
4 89020535 5379 122.0 3510 127.0 1869 114.0
4 89020536 5379 122.0 3510 127.0 1869 113.0
4 89020537 5379 122.0 3510 127.0 1869 113.0
4 89020538 5379 122.0 3510 126.0 1869 113.0
4 89020539 5379 121.0 3510 126.0 1869 112.0
4 89020540 5379 121.0 3510 125.0 1869 112.0
4 89020541 5379 121.0 3510 126.0 1869 112.0
4 89020542 5379 122.0 3510 126.0 1869 113.0
4 89020544 5379 121.0 3510 126.0 1869 112.0
4 89020545 5379 122.0 3510 127.0 1869 113.0
4 89020546 5379 122.0 3510 127.0 1869 113.0
4 89020547 5379 123.0 3510 128.0 1869 114.0
4 89020548 5379 123.0 3510 128.0 1869 114.0
4 89020549 5379 124.0 3510 129.0 1869 114.0
4 89020550 5379 123.0 3510 128.0 1869 114.0
4 89020551 5379 124.0 3510 129.0 1869 114.0
4 89020552 5379 123.0 3510 128.0 1869 114.0
4 89020553 5379 124.0 3510 129.0 1869 115.0
4 89020554 5379 125.0 3510 130.0 1869 115.0
4 89020555 5379 126.0 3510 131.0 1869 116.0
4 89020556 5379 126.0 3510 131.0 1869 116.0
4 89020557 5379 126.0 3510 131.0 1869 116.0
4 89020558 5379 126.0 3510 131.0 1869 116.0
4 89020559 5379 125.0 3510 130.0 1869 116.0
4 89020560 5379 125.0 3510 130.0 1869 116.0
4 89020561 5379 126.0 3510 131.0 1869 116.0
4 89020562 5379 125.0 3510 130.0 1869 116.0
4 89020563 5379 125.0 3510 130.0 1869 115.0
4 89020564 5379 124.0 3510 129.0 1869 115.0
4 89020565 5379 124.0 3510 129.0 1869 115.0
4 89020566 5379 124.0 3510 129.0 1869 115.0
4 89020567 5379 123.0 3510 128.0 1869 114.0
4 89020568 5379 123.0 3510 127.0 1869 114.0
4 89020569 5379 122.0 3510 126.0 1869 113.0
4 89020570 5379 121.0 3510 126.0 1869 112.0
4 89020571 5379 120.0 3510 125.0 1869 112.0
4 89020572 5379 121.0 3510 125.0 1869 112.0
4 89020573 5379 121.0 3510 125.0 1869 112.0
4 89020574 5379 120.0 3510 125.0 1869 112.0
4 89020575 5379 120.0 3510 125.0 1869 112.0
4 89020576 5379 119.0 3510 124.0 1869 111.0
4 89020577 5379 120.0 3510 124.0 1869 112.0
4 89020578 5379 119.0 3510 123.0 1869 111.0
4 89020579 5379 121.0 3510 125.0 1869 113.0
4 89020580 5379 121.0 3510 126.0 1869 113.0
4 89020581 5379 121.0 3510 126.0 1869 113.0
4 89020582 5379 121.0 3510 126.0 1869 113.0
4 89020583 5379 120.0 3510 124.0 1869 112.0
4 89020584 5379 119.0 3510 123.0 1869 112.0
4 89020585 5379 116.0 3510 120.0 1869 109.0
4 89020586 5379 116.0 3510 120.0 1869 109.0
4 89020587 5379 116.0 3510 119.0 1869 109.0
4 89020588 5379 115.0 3510 119.0 1869 108.0
4 89020589 5379 115.0 3510 119.0 1869 108.0
4 89020590 5379 115.0 3510 119.0 1869 108.0
4 89020591 5379 114.0 3510 117.0 1869 107.0
4 89020592 5379 114.0 3510 117.0 1869 107.0
4 89020593 5379 112.0 3510 115.0 1869 105.0
4 89020594 5379 111.0 3510 114.0 1869 104.0
4 89020595 5379 109.0 3510 113.0 1869 103.0
4 89020596 5379 107.0 3510 111.0 1869 101.0
4 89020597 5379 105.0 3510 108.0 1869 99.0
4 89020598 5379 105.0 3510 108.0 1869 99.0
4 89020599 5379 104.0 3510 107.0 1869 98.0
4 89020600 5379 103.0 3510 106.0 1869 97.0
4 89020601 5379 101.0 3510 104.0 1869 96.0
4 89020602 5379 100.0 3510 103.0 1869 94.0
4 89020603 5379 97.0 3510 100.0 1869 92.0
4 89020604 5379 96.0 3510 99.0 1869 91.0
4 89020605 5379 94.0 3510 96.0 1869 89.0
4 89020606 5379 93.0 3510 96.0 1869 88.0
4 89020607 5379 92.0 3510 94.0 1869 87.0
4 89020608 5379 91.0 3510 93.0 1869 86.0
4 89020609 5379 91.0 3510 93.0 1869 86.0
4 89020610 5379 90.0 3510 92.0 1869 85.0
4 89020611 5379 89.0 3510 92.0 1869 85.0
4 89020612 5379 89.0 3510 91.0 1869 84.0
4 89020613 5379 88.0 3510 90.0 1869 83.0
4 89020614 5379 87.0 3510 89.0 1869 82.0
4 89020615 5379 86.0 3510 88.0 1869 81.0
4 89020616 5379 84.0 3510 86.0 1869 80.0
4 89020617 5379 84.0 3510 86.0 1869 79.0
4 89020618 5379 82.0 3510 84.0 1869 77.0
4 89020619 5379 81.0 3510 83.0 1869 76.0
4 89020620 5379 79.0 3510 81.0 1869 75.0
4 89020621 5379 78.0 3510 80.0 1869 74.0
4 89020622 5379 76.0 3510 78.0 1869 72.0
4 89020623 5379 74.0 3510 76.0 1869 70.0
4 89020624 5379 73.0 3510 75.0 1869 69.0
4 89020625 5379 72.0 3510 73.0 1869 68.0
4 89020626 5379 70.0 3510 72.0 1869 67.0
4 89020627 5379 68.0 3510 70.0 1869 65.0
4 89020628 5379 67.0 3510 69.0 1869 64.0
4 89020629 5379 65.0 3510 67.0 1869 62.0
4 89020630 5379 63.0 3510 64.0 1869 60.0
4 89020631 5379 60.0 3510 61.0 1869 58.0
4 89020632 5379 59.0 3510 61.0 1869 57.0
4 89020633 5379 59.0 3510 60.0 1869 56.0
4 89020634 5379 58.0 3510 60.0 1869 55.0
4 89020635 5379 57.0 3510 59.0 1869 55.0
4 89020636 5379 56.0 3510 57.0 1869 53.0
4 89020637 5379 54.0 3510 55.0 1869 52.0
4 89020638 5379 54.0 3510 55.0 1869 51.0
4 89020639 5379 52.0 3510 53.0 1869 50.0
4 89020640 5379 50.0 3510 52.0 1869 48.0
4 89020641 5379 50.0 3510 51.0 1869 48.0
4 89020642 5379 49.0 3510 50.0 1869 47.0
4 89020643 5379 48.0 3510 49.0 1869 46.0
4 89020644 5379 49.0 3510 50.0 1869 47.0
4 89020645 5379 49.0 3510 50.0 1869 47.0
4 89020646 5379 48.0 3510 49.0 1869 46.0
4 89020647 5379 47.0 3510 48.0 1869 46.0
4 89020648 5379 46.0 3510 47.0 1869 45.0
4 89020649 5379 45.0 3510 46.0 1869 43.0
4 89020650 5378 43.0 3510 44.0 1868 42.0
4 89020652 3085 31.0 2053 34.0 1032 26.0
4 89022326 1617 36.0 1266 36.0 351 36.0
4 89022327 1617 36.0 1266 36.0 351 36.0
4 89022328 1617 37.0 1266 37.0 351 37.0
4 89022329 1617 36.0 1266 36.0 351 36.0
4 89022330 3910 30.0 2723 30.0 1187 30.0
4 89022331 5379 39.0 3510 36.0 1869 44.0
4 89022332 5379 40.0 3510 37.0 1869 45.0
4 89022333 5379 40.0 3510 38.0 1869 45.0
4 89022334 5379 42.0 3510 39.0 1869 47.0
4 89022335 5379 42.0 3510 40.0 1869 48.0
4 89022336 5379 43.0 3510 40.0 1869 48.0
4 89022337 5379 43.0 3510 40.0 1869 48.0
4 89022338 5379 43.0 3510 40.0 1869 49.0
4 89022339 5379 44.0 3510 41.0 1869 50.0
4 89022340 5379 44.0 3510 41.0 1869 50.0
4 89022341 5379 46.0 3510 43.0 1869 53.0
4 89022342 5379 47.0 3510 43.0 1869 53.0
4 89022343 5379 47.0 3510 44.0 1869 53.0
4 89022344 5379 48.0 3510 45.0 1869 55.0
4 89022345 5379 49.0 3510 45.0 1869 55.0
4 89022346 5379 49.0 3510 46.0 1869 56.0
4 89022347 5379 50.0 3510 47.0 1869 58.0
4 89022348 5379 52.0 3510 48.0 1869 59.0
4 89022349 5379 52.0 3510 48.0 1869 59.0
4 89022350 5379 52.0 3510 48.0 1869 60.0
4 89022351 5379 54.0 3510 50.0 1869 62.0
4 89022352 5379 55.0 3510 51.0 1869 63.0
4 89022353 5379 56.0 3510 52.0 1869 64.0
4 89022354 5379 57.0 3510 53.0 1869 66.0
4 89022355 5379 58.0 3510 53.0 1869 66.0
4 89022356 5379 58.0 3510 54.0 1869 67.0
4 89022357 5379 61.0 3510 56.0 1869 70.0
4 89022358 5379 61.0 3510 56.0 1869 70.0
4 89022359 5379 62.0 3510 57.0 1869 71.0
4 89022360 5379 62.0 3510 57.0 1869 72.0
4 89022361 5379 64.0 3510 59.0 1869 73.0
4 89022362 5379 64.0 3510 59.0 1869 74.0
4 89022363 5379 65.0 3510 60.0 1869 75.0
4 89022364 5379 66.0 3510 61.0 1869 76.0
4 89022365 5379 67.0 3510 62.0 1869 77.0
4 89022366 5379 68.0 3510 63.0 1869 79.0
4 89022367 5379 70.0 3510 64.0 1869 80.0
4 89022368 5379 71.0 3510 65.0 1869 82.0
4 89022369 5379 72.0 3510 66.0 1869 83.0
4 89022370 5379 73.0 3510 67.0 1869 84.0
4 89022371 5379 75.0 3510 69.0 1869 86.0
4 89022372 5379 77.0 3510 71.0 1869 89.0
4 89022373 5379 78.0 3510 72.0 1869 89.0
4 89022374 5379 79.0 3510 73.0 1869 91.0
4 89022375 5379 79.0 3510 73.0 1869 91.0
4 89022376 5379 82.0 3510 75.0 1869 94.0
4 89022377 5379 82.0 3510 75.0 1869 94.0
4 89022378 5379 83.0 3510 76.0 1869 95.0
4 89022379 5379 84.0 3510 77.0 1869 96.0
4 89022380 5379 86.0 3510 79.0 1869 98.0
4 89022381 5379 87.0 3510 80.0 1869 100.0
4 89022382 5379 88.0 3510 81.0 1869 101.0
4 89022383 5379 88.0 3510 81.0 1869 101.0
4 89022384 5379 89.0 3510 82.0 1869 102.0
4 89022385 5379 90.0 3510 83.0 1869 103.0
4 89022386 5379 91.0 3510 84.0 1869 105.0
4 89022387 5379 93.0 3510 86.0 1869 106.0
4 89022388 5379 93.0 3510 86.0 1869 107.0
4 89022389 5379 94.0 3510 87.0 1869 108.0
4 89022390 5379 96.0 3510 88.0 1869 109.0
4 89022391 5379 96.0 3510 89.0 1869 110.0
4 89022392 5379 97.0 3510 90.0 1869 111.0
4 89022393 5379 98.0 3510 91.0 1869 113.0
4 89022394 5379 98.0 3510 91.0 1869 112.0
4 89022395 5379 99.0 3510 91.0 1869 113.0
4 89022396 5379 99.0 3510 92.0 1869 114.0
4 89022397 5379 99.0 3510 92.0 1869 114.0
4 89022398 5379 101.0 3510 94.0 1869 116.0
4 89022399 5379 101.0 3510 94.0 1869 116.0
4 89022400 5379 102.0 3510 94.0 1869 117.0
4 89022401 5379 103.0 3510 95.0 1869 117.0
4 89022402 5379 102.0 3510 94.0 1869 117.0
4 89022403 5379 103.0 3510 95.0 1869 118.0
4 89022404 5379 104.0 3510 96.0 1869 119.0
4 89022405 5379 104.0 3510 96.0 1869 119.0
4 89022406 5379 105.0 3510 97.0 1869 120.0
4 89022407 5379 104.0 3510 96.0 1869 119.0
4 89022408 5379 104.0 3510 96.0 1869 119.0
4 89022409 5379 105.0 3510 97.0 1869 119.0
4 89022410 5379 105.0 3510 97.0 1869 120.0
4 89022411 5379 105.0 3510 97.0 1869 120.0
4 89022412 5379 105.0 3510 97.0 1869 120.0
4 89022413 5379 104.0 3510 96.0 1869 120.0
4 89022414 5379 104.0 3510 96.0 1869 119.0
4 89022415 5379 104.0 3510 96.0 1869 119.0
4 89022416 5379 105.0 3510 97.0 1869 120.0
4 89022417 5379 105.0 3510 97.0 1869 120.0
4 89022418 5379 105.0 3510 97.0 1869 120.0
4 89022419 5379 105.0 3510 97.0 1869 120.0
4 89022420 5379 105.0 3510 97.0 1869 120.0
4 89022421 5379 106.0 3510 98.0 1869 120.0
4 89022422 5379 105.0 3510 97.0 1869 120.0
4 89022423 5379 104.0 3510 97.0 1869 119.0
4 89022424 5379 106.0 3510 98.0 1869 120.0
4 89022425 5379 106.0 3510 98.0 1869 120.0
4 89022426 5379 105.0 3510 98.0 1869 120.0
4 89022427 5379 105.0 3510 97.0 1869 119.0
4 89022428 5379 104.0 3510 96.0 1869 118.0
4 89022429 5379 103.0 3510 96.0 1869 118.0
4 89022430 5379 103.0 3510 95.0 1869 117.0
4 89022431 5379 102.0 3510 94.0 1869 116.0
4 89022432 5379 101.0 3510 93.0 1869 115.0
4 89022433 5379 100.0 3510 92.0 1869 113.0
4 89022434 5379 99.0 3510 92.0 1869 113.0
4 89022435 5379 100.0 3510 92.0 1869 113.0
4 89022436 5379 99.0 3510 92.0 1869 113.0
4 89022437 5379 98.0 3510 91.0 1869 112.0
4 89022438 5379 98.0 3510 91.0 1869 112.0
4 89022439 5379 97.0 3510 90.0 1869 110.0
4 89022440 5379 96.0 3510 88.0 1869 109.0
4 89022441 5379 96.0 3510 89.0 1869 109.0
4 89022442 5379 96.0 3510 89.0 1869 109.0
4 89022443 5379 95.0 3510 88.0 1869 108.0
4 89022444 5379 94.0 3510 87.0 1869 107.0
4 89022445 5379 93.0 3510 86.0 1869 106.0
4 89022446 5379 93.0 3510 86.0 1869 105.0
4 89022447 5379 92.0 3510 86.0 1869 104.0
4 89022448 5379 90.0 3510 84.0 1869 102.0
4 89022449 5379 89.0 3510 83.0 1869 101.0
4 89022450 5379 89.0 3510 83.0 1869 101.0
4 89022451 5379 89.0 3510 83.0 1869 100.0
4 89022452 5379 88.0 3510 82.0 1869 100.0
4 89022453 5379 88.0 3510 82.0 1869 99.0
4 89022454 5379 87.0 3510 81.0 1869 99.0
4 89022455 5379 87.0 3510 81.0 1869 98.0
4 89022456 5379 86.0 3510 81.0 1869 97.0
4 89022457 5379 85.0 3510 80.0 1869 96.0
4 89022458 5379 84.0 3510 79.0 1869 95.0
4 89022459 5379 84.0 3510 79.0 1869 95.0
4 89022460 5379 84.0 3510 78.0 1869 94.0
4 89022461 5379 83.0 3510 78.0 1869 94.0
4 89022462 5379 82.0 3510 77.0 1869 92.0
4 89022463 5379 82.0 3510 76.0 1869 92.0
4 89022464 5379 81.0 3510 76.0 1869 91.0
4 89022465 5379 80.0 3510 74.0 1869 89.0
4 89022466 5379 78.0 3510 73.0 1869 88.0
4 89022467 5379 77.0 3510 72.0 1869 86.0
4 89022468 5379 75.0 3510 70.0 1869 84.0
4 89022469 5379 74.0 3510 69.0 1869 83.0
4 89022470 5379 74.0 3510 69.0 1869 82.0
4 89022471 5379 72.0 3510 68.0 1869 81.0
4 89022472 5378 72.0 3510 67.0 1868 80.0
4 89022473 5378 71.0 3510 67.0 1868 80.0
4 89022474 5378 69.0 3510 65.0 1868 77.0
4 89022475 5378 69.0 3510 65.0 1868 77.0
4 89022476 5378 68.0 3510 63.0 1868 75.0
4 89022477 5378 67.0 3510 63.0 1868 74.0
4 89022478 5378 66.0 3510 62.0 1868 74.0
4 89022479 5378 65.0 3510 61.0 1868 72.0
4 89022480 5378 64.0 3510 60.0 1868 71.0
4 89022481 5378 63.0 3510 59.0 1868 70.0
4 89022482 5378 62.0 3510 59.0 1868 69.0
4 89022483 5378 62.0 3510 58.0 1868 69.0
4 89022484 5378 61.0 3510 58.0 1868 68.0
4 89022485 5378 61.0 3510 57.0 1868 67.0
4 89022486 5378 60.0 3510 57.0 1868 67.0
4 89022487 5378 60.0 3510 57.0 1868 67.0
4 89022488 5378 60.0 3510 56.0 1868 66.0
4 89022489 5378 59.0 3510 56.0 1868 66.0
4 89022490 5378 59.0 3510 55.0 1868 65.0
4 89022491 5379 57.0 3510 54.0 1869 63.0
4 89022492 5379 56.0 3510 53.0 1869 61.0
4 89022493 5379 55.0 3510 52.0 1869 60.0
4 89022494 5379 54.0 3510 51.0 1869 60.0
4 89022495 5379 54.0 3510 51.0 1869 59.0
4 89022496 5379 53.0 3510 50.0 1869 58.0
4 89022497 5379 51.0 3510 48.0 1869 56.0
4 89022498 5379 50.0 3510 48.0 1869 55.0
4 89022499 5379 49.0 3510 47.0 1869 54.0
4 89022500 5379 47.0 3510 45.0 1869 52.0
4 89022501 5379 47.0 3510 44.0 1869 51.0
4 89022502 5379 45.0 3510 43.0 1869 49.0
4 89022503 5379 45.0 3510 43.0 1869 49.0
4 89022504 5379 45.0 3510 43.0 1869 49.0
4 89022505 5379 43.0 3510 41.0 1869 47.0
4 89022506 5379 42.0 3510 40.0 1869 46.0
4 89022507 5379 42.0 3510 40.0 1869 46.0
4 89022508 5379 42.0 3510 40.0 1869 45.0
4 89022509 5379 40.0 3510 39.0 1869 44.0
4 89022510 5379 39.0 3510 38.0 1869 43.0
4 89022511 5379 38.0 3510 37.0 1869 41.0
4 89022512 5379 38.0 3510 36.0 1869 40.0
4 89022513 5379 37.0 3510 36.0 1869 40.0
4 89022514 5379 36.0 3510 34.0 1869 39.0
4 89022515 5379 36.0 3510 34.0 1869 38.0
4 89022516 5379 35.0 3510 33.0 1869 37.0
4 89022517 5379 33.0 3510 32.0 1869 36.0
4 89022518 5379 32.0 3510 31.0 1869 34.0
4 89022519 5379 31.0 3510 30.0 1869 33.0
4 89022520 5379 30.0 3510 29.0 1869 32.0
4 89022521 5379 30.0 3510 29.0 1869 32.0
4 89022522 5379 29.0 3510 29.0 1869 31.0
4 89022523 3086 35.0 2053 34.0 1033 38.0
4 89022524 1617 31.0 1266 31.0 351 31.0
4 89022525 1617 31.0 1266 31.0 351 30.0
4 89022526 1617 31.0 1266 31.0 351 30.0
4 89022527 1617 31.0 1266 31.0 351 30.0
4 89022528 1617 30.0 1266 30.0 351 29.0
4 89028276 1617 70.0 1266 68.0 351 77.0
4 89028277 1617 69.0 1266 67.0 351 77.0
4 89028278 1617 71.0 1266 69.0 351 78.0
4 89028279 1617 72.0 1266 70.0 351 79.0
4 89028280 1617 74.0 1266 72.0 351 82.0
4 89028281 1617 74.0 1266 72.0 351 81.0
4 89028282 1617 76.0 1266 74.0 351 84.0
4 89028283 1617 77.0 1266 75.0 351 85.0
4 89028284 3907 43.0 2723 44.0 1184 38.0
4 89028285 5376 46.0 3510 48.0 1866 42.0
4 89028286 5376 46.0 3510 48.0 1866 43.0
4 89028287 5376 47.0 3510 49.0 1866 43.0
4 89028288 5376 48.0 3510 50.0 1866 44.0
4 89028289 5377 48.0 3510 50.0 1867 45.0
4 89028290 5378 49.0 3510 51.0 1868 45.0
4 89028291 5378 49.0 3510 51.0 1868 46.0
4 89028292 5378 51.0 3510 53.0 1868 47.0
4 89028293 5379 52.0 3510 54.0 1869 48.0
4 89028294 5379 53.0 3510 55.0 1869 48.0
4 89028295 5379 54.0 3510 57.0 1869 50.0
4 89028296 5379 54.0 3510 56.0 1869 50.0
4 89028297 5379 55.0 3510 57.0 1869 51.0
4 89028298 5379 56.0 3510 59.0 1869 52.0
4 89028299 5379 58.0 3510 60.0 1869 53.0
4 89028300 5379 59.0 3510 61.0 1869 54.0
4 89028301 5379 60.0 3510 62.0 1869 55.0
4 89028302 5379 60.0 3510 63.0 1869 56.0
4 89028303 5379 62.0 3510 64.0 1869 57.0
4 89028304 5379 62.0 3510 65.0 1869 57.0
4 89028305 5379 62.0 3510 65.0 1869 58.0
4 89028306 5379 62.0 3510 65.0 1869 58.0
4 89028307 5379 63.0 3510 65.0 1869 58.0
4 89028308 5379 63.0 3510 66.0 1869 59.0
4 89028309 5379 64.0 3510 67.0 1869 60.0
4 89028310 5379 65.0 3510 68.0 1869 61.0
4 89028311 5379 66.0 3510 69.0 1869 61.0
4 89028312 5379 67.0 3510 69.0 1869 62.0
4 89028313 5379 68.0 3510 71.0 1869 64.0
4 89028314 5379 69.0 3510 72.0 1869 65.0
4 89028315 5379 69.0 3510 72.0 1869 65.0
4 89028316 5379 70.0 3510 73.0 1869 66.0
4 89028317 5379 71.0 3510 74.0 1869 67.0
4 89028318 5379 72.0 3510 74.0 1869 67.0
4 89028319 5379 72.0 3510 75.0 1869 68.0
4 89028320 5379 73.0 3510 75.0 1869 68.0
4 89028321 5379 74.0 3510 76.0 1869 69.0
4 89028322 5379 73.0 3510 76.0 1869 69.0
4 89028323 5379 73.0 3510 76.0 1869 69.0
4 89028324 5379 73.0 3510 75.0 1869 68.0
4 89028325 5379 73.0 3510 75.0 1869 69.0
4 89028326 5379 75.0 3510 77.0 1869 70.0
4 89028327 5379 75.0 3510 77.0 1869 70.0
4 89028328 5379 76.0 3510 79.0 1869 71.0
4 89028329 5379 76.0 3510 79.0 1869 72.0
4 89028330 5379 77.0 3510 79.0 1869 72.0
4 89028331 5379 78.0 3510 80.0 1869 73.0
4 89028332 5379 78.0 3510 80.0 1869 74.0
4 89028333 5379 78.0 3510 81.0 1869 74.0
4 89028334 5379 79.0 3510 82.0 1869 75.0
4 89028335 5379 81.0 3510 83.0 1869 76.0
4 89028336 5379 81.0 3510 84.0 1869 77.0
4 89028337 5379 82.0 3510 85.0 1869 77.0
4 89028338 5379 82.0 3510 85.0 1869 78.0
4 89028339 5379 83.0 3510 85.0 1869 78.0
4 89028340 5379 84.0 3510 86.0 1869 79.0
4 89028341 5379 84.0 3510 86.0 1869 79.0
4 89028342 5379 84.0 3510 86.0 1869 79.0
4 89028343 5379 85.0 3510 87.0 1869 80.0
4 89028344 5379 85.0 3510 88.0 1869 81.0
4 89028345 5379 85.0 3510 88.0 1869 81.0
4 89028346 5379 86.0 3510 89.0 1869 81.0
4 89028347 5379 86.0 3510 89.0 1869 81.0
4 89028348 5379 86.0 3510 88.0 1869 81.0
4 89028349 5379 86.0 3510 88.0 1869 82.0
4 89028350 5379 85.0 3510 88.0 1869 81.0
4 89028351 5379 85.0 3510 88.0 1869 81.0
4 89028352 5379 86.0 3510 88.0 1869 82.0
4 89028353 5379 85.0 3510 88.0 1869 81.0
4 89028354 5379 87.0 3510 89.0 1869 82.0
4 89028355 5379 87.0 3510 89.0 1869 82.0
4 89028356 5379 86.0 3510 89.0 1869 82.0
4 89028357 5379 87.0 3510 89.0 1869 82.0
4 89028358 5379 87.0 3510 89.0 1869 82.0
4 89028359 5379 87.0 3510 89.0 1869 82.0
4 89028360 5379 87.0 3510 90.0 1869 83.0
4 89028361 5379 87.0 3510 89.0 1869 82.0
4 89028362 5379 86.0 3510 89.0 1869 82.0
4 89028363 5379 87.0 3510 89.0 1869 82.0
4 89028364 5379 86.0 3510 88.0 1869 82.0
4 89028365 5379 86.0 3510 88.0 1869 82.0
4 89028366 5379 87.0 3510 90.0 1869 83.0
4 89028367 5379 88.0 3510 90.0 1869 83.0
4 89028368 5379 87.0 3510 89.0 1869 82.0
4 89028369 5379 87.0 3510 89.0 1869 82.0
4 89028370 5379 86.0 3510 89.0 1869 82.0
4 89028371 5379 86.0 3510 89.0 1869 82.0
4 89028372 5379 87.0 3510 89.0 1869 82.0
4 89028373 5379 87.0 3510 89.0 1869 82.0
4 89028374 5379 87.0 3510 89.0 1869 82.0
4 89028375 5379 87.0 3510 89.0 1869 82.0
4 89028376 5379 86.0 3510 88.0 1869 81.0
4 89028377 5379 85.0 3510 88.0 1869 81.0
4 89028378 5379 85.0 3510 87.0 1869 80.0
4 89028379 5379 84.0 3510 87.0 1869 80.0
4 89028380 5379 83.0 3510 85.0 1869 79.0
4 89028381 5379 83.0 3510 85.0 1869 78.0
4 89028382 5379 83.0 3510 85.0 1869 78.0
4 89028383 5378 82.0 3509 84.0 1869 77.0
4 89028384 5378 81.0 3509 84.0 1869 77.0
4 89028385 5378 80.0 3509 82.0 1869 76.0
4 89028386 5378 79.0 3509 81.0 1869 75.0
4 89028387 5378 78.0 3509 81.0 1869 74.0
4 89028388 5378 78.0 3509 80.0 1869 74.0
4 89028389 5378 77.0 3509 79.0 1869 73.0
4 89028390 5378 76.0 3509 79.0 1869 72.0
4 89028391 5378 76.0 3509 79.0 1869 72.0
4 89028392 5378 75.0 3509 78.0 1869 71.0
4 89028393 5378 74.0 3509 76.0 1869 70.0
4 89028394 5378 73.0 3509 76.0 1869 69.0
4 89028395 5378 72.0 3509 75.0 1869 68.0
4 89028396 5378 71.0 3509 73.0 1869 67.0
4 89028397 5378 70.0 3509 72.0 1869 67.0
4 89028398 5378 69.0 3509 71.0 1869 66.0
4 89028399 5378 68.0 3509 70.0 1869 65.0
4 89028400 5378 68.0 3509 70.0 1869 64.0
4 89028401 5378 68.0 3509 70.0 1869 64.0
4 89028402 5378 66.0 3509 68.0 1869 62.0
4 89028403 5378 66.0 3509 68.0 1869 62.0
4 89028404 5378 63.0 3509 64.0 1869 59.0
4 89028405 5378 62.0 3509 64.0 1869 59.0
4 89028406 5378 62.0 3509 64.0 1869 59.0
4 89028407 5378 61.0 3509 63.0 1869 58.0
4 89028408 5378 59.0 3509 61.0 1869 56.0
4 89028409 5378 59.0 3509 61.0 1869 56.0
4 89028410 5378 57.0 3509 59.0 1869 54.0
4 89028411 5378 57.0 3509 58.0 1869 53.0
4 89028412 5378 57.0 3509 58.0 1869 53.0
4 89028413 5378 55.0 3509 57.0 1869 52.0
4 89028414 5378 54.0 3509 56.0 1869 51.0
4 89028415 5378 54.0 3509 56.0 1869 51.0
4 89028416 5378 51.0 3509 53.0 1869 48.0
4 89028417 5378 50.0 3509 52.0 1869 47.0
4 89028418 5378 50.0 3509 51.0 1869 47.0
4 89028419 5378 48.0 3509 49.0 1869 45.0
4 89028420 5378 46.0 3509 47.0 1869 43.0
4 89028421 5378 44.0 3509 45.0 1869 41.0
4 89028422 5378 42.0 3509 44.0 1869 40.0
4 89028423 5378 41.0 3509 43.0 1869 39.0
4 89028424 5378 40.0 3509 42.0 1869 38.0
4 89028425 5378 39.0 3509 40.0 1869 37.0
4 89028426 5378 38.0 3509 40.0 1869 36.0
4 89028427 5378 38.0 3509 39.0 1869 36.0
4 89028428 5378 37.0 3509 39.0 1869 35.0
4 89028429 5378 37.0 3509 38.0 1869 35.0
4 89028430 5377 36.0 3508 38.0 1869 34.0
4 89028431 5377 36.0 3508 37.0 1869 34.0
4 89028432 5377 36.0 3508 37.0 1869 33.0
4 89028433 5377 35.0 3508 37.0 1869 33.0
4 89028434 5377 35.0 3508 36.0 1869 32.0
4 89028435 5377 34.0 3508 36.0 1869 32.0
4 89028436 5377 34.0 3508 36.0 1869 32.0
4 89028437 5377 33.0 3508 35.0 1869 31.0
4 89028438 5377 33.0 3508 34.0 1869 30.0
4 89028439 5377 32.0 3508 33.0 1869 30.0
4 89028440 5376 32.0 3508 33.0 1868 29.0
4 89028441 5376 31.0 3508 32.0 1868 28.0
4 89028442 5376 30.0 3508 31.0 1868 27.0
4 89028443 5376 29.0 3508 30.0 1868 27.0
4 89028444 5376 29.0 3508 30.0 1868 26.0
4 89028445 5376 28.0 3508 30.0 1868 26.0
4 89028446 5376 28.0 3508 30.0 1868 26.0
4 89028447 5376 28.0 3508 29.0 1868 26.0
4 89028448 5375 28.0 3508 29.0 1867 25.0
4 89028449 5375 27.0 3508 28.0 1867 25.0
4 89028450 5375 26.0 3508 27.0 1867 24.0
4 89028451 5376 26.0 3508 27.0 1868 24.0
4 89028452 5376 25.0 3508 27.0 1868 23.0
4 89028453 5374 25.0 3507 26.0 1867 23.0
4 89028454 5374 24.0 3507 26.0 1867 22.0
4 89028455 5373 24.0 3507 25.0 1866 22.0
4 89028456 5372 23.0 3507 24.0 1865 21.0
4 89028457 5370 22.0 3505 23.0 1865 20.0
4 89028458 5370 21.0 3505 22.0 1865 19.0
4 89028459 5369 21.0 3505 22.0 1864 19.0
4 89028460 5366 20.0 3503 21.0 1863 18.0
4 89028461 5365 20.0 3503 21.0 1862 18.0
4 89028462 5363 19.0 3502 20.0 1861 17.0
4 89028463 5362 18.0 3502 19.0 1860 17.0
4 89028464 5362 18.0 3502 19.0 1860 16.0
4 89028465 5362 17.0 3502 18.0 1860 16.0
